site,model,horizon,scope,analysis,RMSE_mean,RMSE_sample_sd,MAE_mean,MAE_sample_sd,bias_mean,bias_sample_sd,R2_mean,R2_sample_sd,nRMSE_mean,nRMSE_sample_sd,last_value_skill_mean,last_value_skill_sample_sd,daily_skill_mean,daily_skill_sample_sd,seed_count,forecast_origin_count,valid_target_count
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,12,full,supplementary_daily_matched,12.598185606608837,0.25871583606087095,7.220883377616075,0.6561530667439504,0.5735558171825869,1.6257436970485053,0.8650552869563027,0.00554850067095695,0.11457797269685371,0.002352968667557635,-0.012019131860890467,0.020782784440930655,0.21980300308854128,0.016022094343668126,3,26412,316944
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,12,daylight,primary,16.75981833770795,0.6670435672626795,10.83113149886303,0.4161111544310227,-0.4614518971585717,0.6510281498976088,0.7269007431507032,0.021718225416603024,0.15242718815753623,0.006066627530661389,0.02626955831265117,0.03875463410686478,,,3,14784,164664
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,12,daylight,supplementary_daily_matched,16.75981833770795,0.6670435672626795,10.83113149886303,0.4161111544310227,-0.4614518971585717,0.6510281498976088,0.7269007431507032,0.021718225416603024,0.15242718815753623,0.006066627530661389,0.02626955831265117,0.03875463410686478,0.24851049516599513,0.029909407725328276,3,14784,164664
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,48,full,primary,14.633228780715713,0.08484814477396904,9.11751498027536,0.06437903797148738,0.12933066988768435,0.3960386519561456,0.8181140334160201,0.0021072267043483078,0.13308628242658319,0.0007716768683095621,0.4443572528477912,0.0032217945170861144,,,3,26376,1266048
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,48,full,supplementary_daily_matched,14.633228780715713,0.08484814477396904,9.11751498027536,0.06437903797148738,0.12933066988768435,0.3960386519561456,0.8181140334160201,0.0021072267043483078,0.13308628242658319,0.0007716768683095621,0.4443572528477912,0.0032217945170861144,0.09412189026898621,0.005252571264608356,3,26376,1266048
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,48,daylight,primary,18.73260440444231,0.3380870502343177,13.175712282103513,0.19405119078259442,-2.6829801518488274,0.11576991952687976,0.6590295488657859,0.012244395806736506,0.1703692819755894,0.0030748339499448315,0.4545214703374811,0.009844825795606863,,,3,18063,658095
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,48,daylight,supplementary_daily_matched,18.73260440444231,0.3380870502343177,13.175712282103513,0.19405119078259442,-2.6829801518488274,0.11576991952687976,0.6590295488657859,0.012244395806736506,0.1703692819755894,0.0030748339499448315,0.4545214703374811,0.009844825795606863,0.1601586207348742,0.01515750231255252,3,18063,658095
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,96,full,primary,16.795421241873687,0.3375444481503274,10.695415286356484,0.29855731962358834,-0.5008278937516595,0.12379602779750129,0.7605430070606135,0.00963163139873205,0.15275098943407006,0.00306989909275937,0.5862039994338166,0.008316227419750208,,,3,26328,2527488
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,96,full,supplementary_daily_matched,16.795421241873687,0.3375444481503274,10.695415286356484,0.29855731962358834,-0.5008278937516595,0.12379602779750129,0.7605430070606135,0.00963163139873205,0.15275098943407006,0.00306989909275937,0.5862039994338166,0.008316227419750208,-0.040812684139455234,0.020917638089351046,3,26328,2527488
YULARA_COMBINED,JOINT_PATCH_TRAJECTORY,96,daylight,primary,21.42596541174541,0.2820738213289013,16.04337876315983,0.3134014812943002,-4.156284691623829,0.06719719909944002,0.5542674402407033,0.01177942066771191,0.19486486043378082,0.0025654048612973033,0.5504970691290297,0.005917726784894804,,,3,22393,1313250
