site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Qcells,Alice2018Test,Original,12,power-active,Joint-patch Transformer44,accepted,0.6975544952412144,0.5672679497832858,-0.3491660511676354,17762.199323935052,36504
Qcells,Alice2018Test,Original,12,low-power,Original A,accepted,0.06772251894979518,0.02122554057367298,-0.010493174025194639,188.1591673180156,41026
Qcells,Alice2018Test,Original,12,low-power,Original B,accepted,0.03937059793432592,0.015512929249542246,0.002832479135722345,63.592104393484654,41026
Qcells,Alice2018Test,Original,12,low-power,Expanded A,accepted,0.06772251894979518,0.02122554057367298,-0.010493174025194639,188.1591673180156,41026
Qcells,Alice2018Test,Original,12,low-power,Expanded B,accepted,0.06792676555145787,0.027865251373852963,0.007224914808778696,189.29582979202695,41026
Qcells,Alice2018Test,Original,12,low-power,Daily,accepted,0.0008042324083558802,7.436907819380829e-05,-6.124244247053678e-05,0.026535196966578772,41026
Qcells,Alice2018Test,Original,12,low-power,Last-value,accepted,0.07323990012220728,0.004140424747210452,0.0035879491707672697,220.06686792356453,41026
Qcells,Alice2018Test,Original,12,low-power,Depthwise convolutional TCN42,diagnostic,0.10842965931100089,0.08126186390185601,0.047681929855070686,482.34231351676436,41026
Qcells,Alice2018Test,Original,12,low-power,Depthwise convolutional TCN43,diagnostic,0.09303800587020677,0.06884876597146511,-0.033472119246655635,355.1239498224337,41026
Qcells,Alice2018Test,Original,12,low-power,Depthwise convolutional TCN44,diagnostic,0.06454160552318948,0.04189888977681431,7.224754344230772e-05,170.89867867388242,41026
Qcells,Alice2018Test,Original,12,low-power,Discrete recurrent decoder42,diagnostic,0.055473035775455974,0.04263141976839195,0.013400726389235097,126.24757432409751,41026
Qcells,Alice2018Test,Original,12,low-power,Discrete recurrent decoder43,diagnostic,0.09010416944289142,0.05678537085573287,0.040867542511543495,333.0803031858506,41026
Qcells,Alice2018Test,Original,12,low-power,Discrete recurrent decoder44,diagnostic,0.1284331771233571,0.10039068193390174,-0.06251573185087707,676.7271925316205,41026
Qcells,Alice2018Test,Original,12,low-power,Inverted42,accepted,0.09630701589001832,0.07560682721742208,-0.023332548386636794,380.5178447693005,41026
Qcells,Alice2018Test,Original,12,low-power,Inverted43,accepted,0.17284435617333593,0.136379451945643,-0.0769602251808127,1225.658784357961,41026
Qcells,Alice2018Test,Original,12,low-power,Inverted44,accepted,0.1148499128964344,0.08678274978784933,-0.026325388958942906,541.1535552498616,41026
Qcells,Alice2018Test,Original,12,low-power,Joint-patch Transformer42,accepted,0.2413949432330662,0.20199943843278984,0.1911108019159518,2390.647322842386,41026
Qcells,Alice2018Test,Original,12,low-power,Joint-patch Transformer43,accepted,0.16584205970014385,0.12677178442737227,0.09903704166392731,1128.3622326969344,41026
Qcells,Alice2018Test,Original,12,low-power,Joint-patch Transformer44,accepted,0.15716035585283958,0.11956506599548976,-0.07246587005501456,1013.3166593371845,41026
Qcells,Alice2018Test,S1,12,full,Original A,accepted,0.39844429050184466,0.18499288777603962,0.10245149983187599,12810.488644703863,80692
Qcells,Alice2018Test,S1,12,full,Original B,accepted,0.26167974324815946,0.12496333565855137,0.09972266215247104,5525.488633428096,80692
Qcells,Alice2018Test,S1,12,full,Expanded A,accepted,0.39844429050184466,0.18499288777603962,0.10245149983187599,12810.488644703863,80692
Qcells,Alice2018Test,S1,12,full,Expanded B,accepted,0.27714073528035005,0.12494287933043098,0.08599454212127265,6197.709407247643,80692
